序号,公告标题,发布日期,跳转链接
['5'],['广州北京路文化核心区管理委员会北京路智慧服务平台（二期）采购项目(CZ2020-1920)招标公告'],['2020-11-27'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/762907.jhtml']
['6'],['广州市公安局增城区分局数据整合汇聚平台二期建设采购项目(CC2020-0213)竞争性磋商公告'],['2020-11-27'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/762901.jhtml']
['7'],['广州市白云区政务服务数据管理局广州市白云区政府视频会议系统扩容建设项目(CZ2020-1800)招标公告'],['2020-11-27'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/762899.jhtml']
['8'],['广州市白云山明珠楼景区管理中心城维计划-景区日常卫生保洁经费项目(CZ2020-1907)招标公告'],['2020-11-27'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/762863.jhtml']
['9'],['广州市交通委员会综合行政执法局2020年广州市源头治超监管平台采购项目(CZ2020-1928)招标公告'],['2020-11-27'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/762862.jhtml']
['10'],['广州市花都区政务服务数据管理局花都区新政务中心大楼物业管理服务采购项目(CZ2020-1917)招标公告'],['2020-11-27'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/762837.jhtml']
['1'],['广州市土地开发中心广州市钛白粉厂地块土壤污染状况调查、风险评估、修复技术方案和修复工程预算编制项目(CZ2020-1776)招标公告'],['2020-11-27'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/762836.jhtml']
['2'],['广州市越秀公园2020年智慧管理及监控系统采购项目(CZ2020-1515)招标公告'],['2020-11-27'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/762829.jhtml']
['3'],['石壁（一二三四村）全面改造项目融资地块评估项目(CC2020-0209)竞争性磋商公告'],['2020-11-27'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/762807.jhtml']
['4'],['广州市花都区公路养护所2020年车辆维修服务项目(CZ2020-1014)招标公告'],['2020-11-27'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/762793.jhtml']
['5'],['生物岛实验室B2栋物业2-6层及14、15层2021年物业管理服务采购项目(CD2020-0108)单一来源采购公告'],['2020-11-26'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/762607.jhtml']
['6'],['广州体育公园2021-2022年度绿化养护服务项目(CZ2020-1897)招标公告'],['2020-11-26'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/762570.jhtml']
['7'],['广州市妇女儿童医疗中心白云院区网络机房建设项目(CZ2020-1316)招标公告'],['2020-11-26'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/762563.jhtml']
['8'],['广州开发区西区产业园管理委员会综保区海关信息化系统硬件配置采购项目(CZ2020-1931)招标公告'],['2020-11-26'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/762558.jhtml']
['9'],['何贤纪念医院两院区2020-2022年电梯维护保养服务项目(CC2020-0224)竞争性磋商公告'],['2020-11-26'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/762557.jhtml']
['10'],['中国共产党广州市荔湾区委员会宣传部荔湾区融媒体中心建设采购项目(CD2020-0101)单一来源采购公告'],['2020-11-26'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/762541.jhtml']
['1'],['广州市公安局公共交通分局2020警用装备购置项目(CZ2020-1715)招标公告'],['2020-11-26'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/762537.jhtml']
['2'],['粤港澳大湾区（广东）创新创业孵化基地厨房设备采购重招(CZ2020-1987)招标公告'],['2020-11-26'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/762535.jhtml']
['3'],['广州市中级人民法院综合保障中心培训服务部2021年物业管理服务采购项目(CZ2020-1753)招标公告'],['2020-11-26'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/762529.jhtml']
['4'],['广州市流花湖公园安保服务采购(CZ2020-1894)招标公告'],['2020-11-26'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/762520.jhtml']
['5'],['广州市黄埔区机关事务管理局电梯维保服务采购项目(CZ2020-1798)招标公告'],['2020-11-26'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/762514.jhtml']
['6'],['广州市番禺区地方公路管理总站2021-2023年番禺区人行隧道维护服务资格项目(CZ2020-1708)招标公告'],['2020-11-26'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/762511.jhtml']
['7'],['广州市增城区朱村街生活垃圾收运服务项目(CZ2020-1898)招标公告'],['2020-11-26'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/762477.jhtml']
['8'],['广州市增城区新塘镇石下村旧村改造项目(CZ2020-1811)公开选择合作企业公告'],['2020-11-26'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/762446.jhtml']
['9'],['增城区南部政务服务中心家具采购项目(CZ2020-1869)招标公告'],['2020-11-25'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/762260.jhtml']
['10'],['广州市花都区人民医院HIS住院系统升级建设采购项目(CZ2020-1638)招标公告'],['2020-11-25'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/762251.jhtml']
['1'],['广州市流花湖公园卫生保洁经费采购项目(CZ2020-1891)招标公告'],['2020-11-25'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/762215.jhtml']
['2'],['广州市妇女儿童医疗中心2020－2021年度公务车维修服务采购项目(CZ2020-1645)招标公告'],['2020-11-25'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/762200.jhtml']
['3'],['广州市老人院2020-2021年度生活物资（惯用食材）采购项目(CZ2020-1537)招标公告'],['2020-11-25'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/762189.jhtml']
['4'],['广州市老人院2021年度车辆租赁服务采购项目(CZ2020-1413)招标公告'],['2020-11-25'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/762155.jhtml']
['5'],['广州市土地开发中心规划测绘服务项目(CZ2020-1792)招标公告'],['2020-11-25'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/762153.jhtml']
['6'],['2020年广州市黄埔区、广州开发区促进5G产业化发展办法政策兑现与认定服务采购项目(CZ2020-1913)招标公告'],['2020-11-25'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/762148.jhtml']
['7'],['海珠区政务外网互联网出口带宽租赁服务项目(CZ2020-1706)招标公告'],['2020-11-25'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/762147.jhtml']
['8'],['广州市天河区卫生健康局天河区母婴安康生育综合保障服务采购项目(CJ2020-0053)竞争性谈判公告'],['2020-11-24'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/761795.jhtml']
['9'],['广州市南沙区教育局智慧教育环境提升（第二期）建设项目(CZ2020-1906)招标公告'],['2020-11-24'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/761534.jhtml']
['10'],['广州市公安局荔湾区分局南源派出所及相关单位功能室信息化系统建设项目(CZ2020-1700)招标公告'],['2020-11-24'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/761498.jhtml']
['1'],['广州南沙开发区机关行政事务管理办公室南沙区通勤车辆租赁采购项目(CZ2020-1967)招标公告'],['2020-11-24'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/761497.jhtml']
['2'],['广州卫生职业技术学院2021-2022年物业管理服务（保洁绿化、水电木维修、宿管服务）采购项目(CZ2020-1774)招标公告'],['2020-11-24'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/761328.jhtml']
['3'],['广州大学附属中学南沙实验学校厨卫用具采购项目(CZ2020-1630)招标公告'],['2020-11-24'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/761194.jhtml']
['4'],['广州市越秀区政务服务数据管理局智慧政务服务“新基建”项目——城市运行综合指挥融合系统(CZ2020-1902)招标公告'],['2020-11-23'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/759991.jhtml']
['5'],['广州动物园城维计划-公园卫生保洁经费(CZ2020-1863)招标公告'],['2020-11-23'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/759974.jhtml']
['6'],['广州铁路职业技术学院“一园地、两特色资源”栏目素材制作采购项目(CC2020-0188)竞争性磋商公告'],['2020-11-23'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/759972.jhtml']
['7'],['广州市增城区政务服务数据管理局2020年增城区南部政务服务中心信息化建设项目(CZ2020-1878)招标公告'],['2020-11-23'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/759968.jhtml']
['8'],['广州市老人院空调采购项目(CJ2020-0046)竞争性谈判公告'],['2020-11-23'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/759695.jhtml']
['9'],['广州市从化区“仁里集”共建共治共享一键通云平台2020年扩面提质项目（三期）(CC2020-0199)竞争性磋商公告'],['2020-11-23'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/759679.jhtml']
['10'],['广州市黄埔区九佛街凤尾村旧村改造项目(CZ2020-1925)招标公告'],['2020-11-23'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/759673.jhtml']
['1'],['广州大学实验中心教学实训云一体机采购项目(CZ2020-1648)招标公告'],['2020-11-20'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/759080.jhtml']
['2'],['生物岛实验室空调维保及场地工程服务项目(CZ2020-1623)招标公告'],['2020-11-20'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/759075.jhtml']
['3'],['广州市白云区政务服务数据管理局2020年政府信息化项目监理服务采购项目(CC2020-0215)竞争性磋商公告'],['2020-11-20'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/759016.jhtml']
['4'],['2021-2022年广州市出租汽车驾驶员客运资格考试服务采购项目(CZ2020-1861)招标公告'],['2020-11-20'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/759007.jhtml']
['5'],['生物岛实验室办公家具用具（第二批）采购项目(CZ2020-1818)招标公告'],['2020-11-20'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/758983.jhtml']
['6'],['海珠区中考理化试验考点信息化建设项目(CZ2020-1786)招标公告'],['2020-11-20'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/758949.jhtml']
['7'],['广州航海学院LED大型显示屏升级改造工程采购项目(CZ2020-1658)招标公告'],['2020-11-20'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/758940.jhtml']
['8'],['广州市公安局增城区公安分局2020年交警大队警情标准化系统项目(CC2020-0197)竞争性磋商公告'],['2020-11-20'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/758850.jhtml']
['9'],['广州市公安局增城区分局看守所“智慧磐石”工程二期建设项目(CC2020-0208)竞争性磋商公告'],['2020-11-20'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/758277.jhtml']
['10'],['2021-2022年度广州市政府采购办公家具协议供货资格采购项目(CZ2020-1729)招标公告'],['2020-11-19'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/757296.jhtml']
['1'],['广东省广州市中级人民法院2021年空调设备维修保养服务采购项目(CC2020-0171)竞争性磋商公告'],['2020-11-19'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/756788.jhtml']
['2'],['广州开发区经济和信息化局、广州市黄埔区工业和信息化局黄埔区广州开发区2020-2021年民营及中小企业人才培训服务（总裁精修班）采购项目(CZ2020-1860)招标公告'],['2020-11-19'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/756774.jhtml']
['3'],['增城区2020年度无线城市（无线公交）移动互联网数据接入服务租赁采购项目(CC2020-0186)竞争性磋商公告'],['2020-11-19'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/756764.jhtml']
['4'],['广州市番禺区石碁镇中心小学智慧课堂设备采购项目(CZ2020-1508)招标公告'],['2020-11-19'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/756761.jhtml']
['5'],['广州市从化区应急管理局应急指挥中心建设项目（第一期）(CZ2020-1720)招标公告'],['2020-11-19'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/756756.jhtml']
['6'],['广州市增城区郑中钧中学2020年新校区信息化建设项目(项目一）(CZ2020-1919)招标公告'],['2020-11-19'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/756589.jhtml']
['7'],['广州开发区经济和信息化局安全生产专家技术服务采购项目(CZ2020-1916)招标公告'],['2020-11-19'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/756584.jhtml']
['8'],['广州市司法局2020年信息化建设项目之花都监狱驻监武警中队“智慧磐石”工程建设采购项目(CZ2020-1805)招标公告'],['2020-11-19'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/756579.jhtml']
['9'],['广州体育职业技术学院2021-2022年校园安保服务采购项目(CZ2020-1633)招标公告'],['2020-11-19'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/756569.jhtml']
['10'],['广州市黄埔区 广州开发区2020年中小企业数字化赋能系列活动支撑服务采购项目(CZ2020-1908)招标公告'],['2020-11-19'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/756420.jhtml']
['1'],['广州市越秀区政务服务数据管理局越秀区智慧政务服务“新基建”项目(CZ2020-1791)招标公告'],['2020-11-19'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/756419.jhtml']
['2'],['广州市广播电视大学2020年中小学继续教育信息化采购项目(CZ2020-1632)招标公告'],['2020-11-18'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/756272.jhtml']
['3'],['广州市新儿童活动中心信息化、智能化工程及相关服务采购项目(CZ2020-1856)招标公告'],['2020-11-18'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/756209.jhtml']
['4'],['广州市荔湾区人民法院2021年诉讼材料数字化加工服务采购项目(CZ2020-1817)招标公告'],['2020-11-18'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/756197.jhtml']
['5'],['广州奥林匹克中学信息化基础设施建设项目(CZ2020-1880)招标公告'],['2020-11-18'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/756175.jhtml']
['6'],['广州市增城区旧村全面改造项目专项评估工程造价咨询服务采购项目(CZ2020-1808)招标公告'],['2020-11-18'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/756161.jhtml']
['7'],['广州市人民检察院2020年政法协同联动研判中心现代化管理信息平台项目(CZ2020-1879)招标公告'],['2020-11-18'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/756152.jhtml']
['8'],['广州市教育信息中心（广州市电化教育馆）2020年信息化新建项目之评审会议系统(CC2020-0165)竞争性磋商公告'],['2020-11-18'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/756148.jhtml']
['9'],['广州市药品检验所2021-2023年度物业服务采购项目(CZ2020-1835)招标公告'],['2020-11-18'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/756141.jhtml']
['10'],['广州大学研究生教育管理信息系统建设采购项目(CZ2020-1892)招标公告'],['2020-11-18'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/756135.jhtml']
['1'],['广州市政务服务数据管理局2020年“穗智管”城市运行管理中枢项目监理服务采购项目(CZ2020-1868)招标公告'],['2020-11-17'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/756044.jhtml']
['2'],['广州市公安局海珠区分局执法办案场所提档升级信息化改造项目一期(CZ2020-1850)招标公告'],['2020-11-17'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/756033.jhtml']
['3'],['2020年太平第三中心小学信息系统集成实施服务项目(CC2020-0211)竞争性磋商公告'],['2020-11-17'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/756019.jhtml']
['4'],['广州市白云区人民政府同德街道办事处明德新村、水闸东街环卫保洁一体化服务采购项目(CC2020-0194)竞争性磋商公告'],['2020-11-17'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/755955.jhtml']
['5'],['广州市白云区政务服务数据管理局信息化项目造价评审服务资格采购项目(CC2020-0195)竞争性磋商公告'],['2020-11-17'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/755952.jhtml']
['6'],['2020-2021年度黄埔区、广州开发区民营及中小企业人才培训服务（管理实战营、工匠孵化堂）采购项目(CZ2020-1855)招标公告'],['2020-11-17'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/755935.jhtml']
['7'],['广州市南沙区万顷沙镇人民政府生活垃圾收运服务采购项目(CZ2020-1637)招标公告'],['2020-11-17'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/755906.jhtml']
['8'],['2020年广州番禺职业技术学院视频监控升级改造项目(CZ2020-0845)招标公告'],['2020-11-17'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/755903.jhtml']
['9'],['海珠区公办初中招生管理系统采购项目(CJ2020-0051)竞争性谈判公告'],['2020-11-17'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/755898.jhtml']
['10'],['广州市白云区教育局2020年中考理化实验考试考点信息化设备采购项目(CZ2020-1687)招标公告'],['2020-11-17'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/755890.jhtml']
['1'],['广州市人民政府办公厅市府礼堂弱电系统改造项目(CZ2020-1734)招标公告'],['2020-11-17'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/755880.jhtml']
['2'],['广州市政务服务数据管理局2020年“穗智管”城市运行管理中枢采购项目(CZ2020-1882)招标公告'],['2020-11-16'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/755719.jhtml']
['3'],['广州市重点项目管理中心工程项目管理系统采购项目(CZ2020-1717)招标公告'],['2020-11-16'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/755654.jhtml']
['4'],['广州奥林匹克中学信息化建设系统集成类项目(CZ2020-1864)招标公告'],['2020-11-16'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/755651.jhtml']
['5'],['广医一院2020年“登峰计划”信息化能力提升项目（二期）之应用系统建设与无线网络二期建设项目(CZ2020-1747)招标公告'],['2020-11-16'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/755639.jhtml']
['6'],['广州市白云区政务服务数据管理局数据治理管理服务采购项目(CZ2020-1614)招标公告'],['2020-11-16'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/755638.jhtml']
['7'],['广州市天河区卫生健康局天河区医疗云服务平台租赁采购项目(CZ2020-1767)招标公告'],['2020-11-16'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/755632.jhtml']
['8'],['广州市科学技术局市府大院4号楼加装小型多联中央空调项目(CZ2020-1854)招标公告'],['2020-11-16'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/755601.jhtml']
