截止时间,项目标题,开始时间,结束时间,跳转链接
"['12-09', '2020']",['中国邮政储蓄银行股份有限公司南昌市分行南昌公积金管理中心与银行直联软件系统采购项目（第二次）中标候选人公示'],['2020-12-09 00:00:00'],['2020-12-12 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg3fw/85577.htm']
"['12-09', '2020']",['邵东深燃2020年LNG场站隐患整改及工艺管道安装项目变更公告'],['2020-12-09 17:22:00'],['2020-12-09 17:22:00'],['https://www.chengezhao.com//cms/channel/ywgg2gc/85576.htm']
"['12-07', '2020']",['玉林（福绵）节能环保产业园南部污水处理厂及中水回用建设项目、玉林（福绵）节能环保产业园南部工业供水厂建设项目监理中标候选人公示'],['2020-12-07 00:00:00'],['2020-12-10 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg3fw/85575.htm']
"['12-09', '2020']",['广东省广播电视网络股份有限公司云浮新兴分公司2021年直播类EPG广告业务代理项目中标候选人公示'],['2020-12-10 00:00:00'],['2020-12-12 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg3fw/85574.htm']
"['12-09', '2020']",['交通银行股份有限公司潮州分行潮州市住房公积金归集业务系统对接采购项目中标候选人公示'],['2020-12-09 00:00:00'],['2020-12-13 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg3fw/85573.htm']
"['12-09', '2020']",['广西壮族自治区公众信息产业有限公司2020年公信云视频项目迭代开发服务项目项目公告'],['2020-12-09 09:00:00'],['2020-12-14 18:00:00'],['https://www.chengezhao.com//cms/channel/ywgg1fw/85572.htm']
"['12-09', '2020']",['中国移动天津公司2020年小型壁挂式直流列头柜采购项目项目公告'],['2020-12-09 09:00:00'],['2020-12-14 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg1hw/85571.htm']
"['12-09', '2020']",['广州长运集团有限公司省汽车客运站绿化保养服务项目比选公告'],[''],[''],['https://www.chengezhao.com//cms/channel/ywgg1fw/85570.htm']
"['12-09', '2020']",['广东中烟工业有限责任公司企业补充医疗保险服务项目(2021-2023)中标结果公告'],['2020-12-09 15:31:00'],['2020-12-09 15:31:00'],['https://www.chengezhao.com//cms/channel/ywgg4fw/85569.htm']
"['12-07', '2020']",['玉林（福绵）节能环保产业园南部污水处理厂及中水回用建设项目、玉林（福绵）节能环保产业园南部工业供水厂建设项目设备采购中标候选人公示'],['2020-12-07 00:00:00'],['2020-12-10 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg3hw/85568.htm']
"['12-07', '2020']",['玉林（福绵）节能环保产业园南部污水处理厂及中水回用建设项目、玉林（福绵）节能环保产业园南部工业供水厂建设项目 设计施工总承包中标候选人公示'],['2020-12-07 00:00:00'],['2020-12-10 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg3gc/85567.htm']
"['12-09', '2020']",['2020年广州南联航空食品有限公司北京分公司餐包类采购项目（第二次）'],['2020-12-09 14:50:00'],['2020-12-09 14:50:00'],['https://www.chengezhao.com//cms/channel/ywgg2hw/85566.htm']
"['12-09', '2020']",['中国移动天津公司2020-2022年智慧港高压电气设备预防性测试服务框架项目中标候选人公示'],['2020-12-09 00:00:00'],['2020-12-12 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg3fw/85565.htm']
"['12-09', '2020']",['佛山分公司2020 年至2021 年度档案整理采购项目失败公告'],['2020-12-09 14:26:00'],['2020-12-09 14:26:00'],['https://www.chengezhao.com//cms/channel/ywgg2fw/85564.htm']
"['12-09', '2020']",['粤港澳大湾区3D打印青年创新创业中心第二期建设项目项目招标公告'],['2020-12-09 09:00:00'],['2020-12-14 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg1hw/85563.htm']
"['12-11', '2020']",['某单位物业管理社会化保障项目招标公告'],[''],[''],['https://www.chengezhao.com//cms/channel/ywgg1fw/85562.htm']
"['12-08', '2020']",['广东省广播电视网络股份有限公司财务报账系统与NC接口开发采购项目成交候选人公示'],['2020-12-09 12:41:00'],['2020-12-09 12:41:00'],['https://www.chengezhao.com//cms/channel/ywgg4fw/85561.htm']
"['12-09', '2020']",['交通银行股份有限公司广东省分行全辖第二期监控设备高清改造项目-招标公告'],['2020-12-09 09:00:00'],['2020-12-16 17:30:00'],['https://www.chengezhao.com//cms/channel/ywgg1gc/85560.htm']
"['12-09', '2020']",['中国移动天津公司2020客户响应中心SPN网络综合测试仪表（调整）采购项目 （第二次）项目公告'],['2020-12-09 09:00:00'],['2020-12-13 14:00:00'],['https://www.chengezhao.com//cms/channel/ywgg1hw/85559.htm']
"['12-09', '2020']",['某部装备维修器材采购2020-JLNSGB-W3006更正公告'],['2020-12-09 11:43:00'],['2020-12-09 11:43:00'],['https://www.chengezhao.com//cms/channel/ywgg2hw/85558.htm']
"['12-09', '2020']",['中国移动天津公司特殊场景天线整治服务集中采购项目项目公告'],['2020-12-09 09:00:00'],['2020-12-12 10:00:00'],['https://www.chengezhao.com//cms/channel/ywgg1fw/85557.htm']
"['12-09', '2020']",['中国电信梅州分公司信息系统应用和终端服务保障合作伙伴引入比选中标候选人公示'],['2020-12-05 00:00:00'],['2020-12-07 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg3fw/85556.htm']
"['12-09', '2020']",['深圳地铁既有线及试运营线劳保用品（2021年药品）公开招标采购项目招标公告'],['2020-12-09 09:00:00'],['2020-12-24 17:00:00'],['https://www.chengezhao.com//cms/channel/ywgg1hw/85555.htm']
"['12-09', '2020']",['交通银行股份有限公司广东省分行2021-2022年家易通商户收单外包服务项目-招标公告'],['2020-12-09 09:00:00'],['2020-12-14 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg1fw/85554.htm']
"['12-09', '2020']",['数字江门网络建设有限公司医疗服务调价分析系统项目（第二次）项目谈判公告'],['2020-12-09 09:00:00'],['2020-12-15 17:30:00'],['https://www.chengezhao.com//cms/channel/ywgg1fw/85553.htm']
"['12-09', '2020']",['2020年南联大连分公司鲜鸡蛋采购项目（第二次）中标公告'],['2020-12-09 09:57:00'],['2020-12-09 09:57:00'],['https://www.chengezhao.com//cms/channel/ywgg4hw/85552.htm']
"['12-08', '2020']",['广发银行股份有限公司汕头分行本部办公大楼装修工程中标公告'],['2020-12-08 22:58:00'],['2020-12-08 22:58:00'],['https://www.chengezhao.com//cms/channel/ywgg4fw/85551.htm']
"['12-08', '2020']",['车辆运输服务采购项目单一来源结果公示2020-VGBRAE-F1001'],['2020-12-08 22:40:00'],['2020-12-08 22:40:00'],['https://www.chengezhao.com//cms/channel/ywgg4fw/85550.htm']
"['12-08', '2020']",['广东省委宣传部机关会计档案整理(第二次）竞争性磋商公告'],['2020-12-08 09:00:00'],['2020-12-15 17:30:00'],['https://www.chengezhao.com//cms/channel/ywgg1fw/85549.htm']
"['12-08', '2020']",['广东省委宣传部机关会计档案整理竞争性磋商失败公告'],['2020-12-08 19:44:00'],['2020-12-08 19:44:00'],['https://www.chengezhao.com//cms/channel/ywgg2fw/85548.htm']
"['12-08', '2020']",['广东省广播电视网络股份有限公司CDN中央存储扩容项目单一来源采购公示'],['2020-12-08 19:19:00'],['2020-12-08 19:19:00'],['https://www.chengezhao.com//cms/channel/ywgg4hw/85547.htm']
"['12-08', '2020']",['广东有线广播电视网络有限公司客户服务质量监控调度系统运维板块软件开发项目竞争性磋商公告'],['2020-12-08 09:00:00'],['2020-12-15 17:30:00'],['https://www.chengezhao.com//cms/channel/ywgg1fw/85546.htm']
"['12-08', '2020']",['深圳市坪山排水有限公司车辆保险项目项目招标公告'],['2020-12-08 09:00:00'],['2020-12-13 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg1fw/85545.htm']
"['12-08', '2020']",['深圳市坪山排水有限公司生产用车租赁项目项目招标公告'],['2020-12-08 09:00:00'],['2020-12-13 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg1fw/85544.htm']
"['12-08', '2020']",['某单位电梯更换采购项目中标候选人公示'],['2020-12-09 00:00:00'],['2020-12-11 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg3hw/85543.htm']
"['12-08', '2020']",['广发银行（总行）2020年股份增发财务顾问采购项目中选结果公示'],['2020-12-08 18:12:00'],['2020-12-08 18:12:00'],['https://www.chengezhao.com//cms/channel/ywgg4fw/85542.htm']
"['12-08', '2020']",['2020年-2021年深圳电信大运维柴油发电机组维保项目事前公示'],['2020-12-08 18:11:00'],['2020-12-08 18:11:00'],['https://www.chengezhao.com//cms/channel/ywgg4fw/85541.htm']
"['12-08', '2020']",['2020年-2021年深圳电信大运维空调设备维保项目事前公示'],['2020-12-08 18:11:00'],['2020-12-08 18:11:00'],['https://www.chengezhao.com//cms/channel/ywgg4fw/85540.htm']
"['12-08', '2020']",['2020年-2021年深圳电信大运维高低压配电设备维保项目事前公示'],['2020-12-08 18:11:00'],['2020-12-08 18:11:00'],['https://www.chengezhao.com//cms/channel/ywgg4fw/85539.htm']
"['12-08', '2020']",['2020年-2021年深圳电信大运维动环及视频监控系统维保项目事前公示'],['2020-12-08 18:10:00'],['2020-12-08 18:10:00'],['https://www.chengezhao.com//cms/channel/ywgg4fw/85538.htm']
"['12-08', '2020']",['2020年-2021年深圳电信大运维维谛(艾默生)UPS维保服务采购事前公示'],['2020-12-08 18:10:00'],['2020-12-08 18:10:00'],['https://www.chengezhao.com//cms/channel/ywgg4fw/85537.htm']
"['12-08', '2020']",['装备维修器材采购项目公告'],['2020-12-08 09:00:00'],['2020-12-11 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg1hw/85536.htm']
"['12-08', '2020']",['湖北省荣军医院发热门诊设备采购项目竞争性谈判采购公告'],['2020-12-08 09:00:00'],['2020-12-11 23:59:00'],['https://www.chengezhao.com//cms/channel/ywgg1hw/85535.htm']
"['12-08', '2020']",['北方中心数据安全防泄漏系统建设项目（第二次）项目公告'],['2020-12-08 09:00:00'],['2020-12-13 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg1fw/85534.htm']
"['12-08', '2020']",['邵东深燃场站仓库货架、踏步过桥及设备箱制作及安装采购项目项目公告'],['2020-12-07 09:00:00'],['2020-12-14 17:00:00'],['https://www.chengezhao.com//cms/channel/ywgg1gc/85533.htm']
"['12-08', '2020']",['横琴新区市民服务中心政务大厅综合管理系统采购项目'],['2020-12-08 17:25:00'],['2020-12-08 17:25:00'],['https://www.chengezhao.com//cms/channel/ywgg2fw/85532.htm']
"['12-08', '2020']",['邵东深燃场站设备区、仓库地面地坪漆工程项目公告'],['2020-12-07 09:00:00'],['2020-12-14 17:00:00'],['https://www.chengezhao.com//cms/channel/ywgg1gc/85531.htm']
"['12-08', '2020']",['邵东深燃LNG场站储罐区气化器地面混凝土升级改造项目项目公告'],['2020-12-07 09:00:00'],['2020-12-14 17:00:00'],['https://www.chengezhao.com//cms/channel/ywgg1gc/85530.htm']
"['12-08', '2020']",['黄金塘主干传输线路建设项目项目招标公告'],['2020-12-08 09:00:00'],['2020-12-13 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg1gc/85529.htm']
"['12-08', '2020']",['黄金塘营区视频监控系统建设项目项目招标公告'],['2020-12-08 09:00:00'],['2020-12-13 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg1gc/85528.htm']
"['12-08', '2020']",['邵东深燃2020年场站储罐安装技改项目项目公告'],['2020-12-07 09:00:00'],['2020-12-14 17:00:00'],['https://www.chengezhao.com//cms/channel/ywgg1gc/85527.htm']
"['12-08', '2020']",['广东省广播电视网络股份有限公司汕头分公司2020年员工健康体检服务采购项目中标公告'],['2020-12-08 17:03:00'],['2020-12-08 17:03:00'],['https://www.chengezhao.com//cms/channel/ywgg4fw/85526.htm']
"['12-08', '2020']",['横琴新区市民服务中心政务大厅综合管理系统采购项目'],['2020-12-08 09:00:00'],['2020-12-29 17:30:00'],['https://www.chengezhao.com//cms/channel/ywgg1fw/85525.htm']
"['12-08', '2020']",['黄金塘营区视频监控系统建设项目项目招标公告'],['2020-12-08 09:00:00'],['2020-12-13 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg1gc/85524.htm']
"['12-08', '2020']",['B端新金融生态圈服务（聚合支付行业服务）采购项目(第二次)中选结果公示'],['2020-12-08 16:36:00'],['2020-12-08 16:36:00'],['https://www.chengezhao.com//cms/channel/ywgg4fw/85523.htm']
"['12-08', '2020']",['凌源市生活垃圾焚烧发电PPP项目国债焚烧余热锅炉设备采购项目招标公告'],['2020-12-08 09:00:00'],['2020-12-15 17:30:00'],['https://www.chengezhao.com//cms/channel/ywgg1hw/85522.htm']
"['12-08', '2020']",['中国人民财产保险股份有限公司汕头市分公司汽车零配件合作回收服务资格入库项目中标候选人公示'],['2020-12-07 00:00:00'],['2020-12-09 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg3fw/85521.htm']
"['12-08', '2020']",['中国电信惠州分公司政企客户部高清视频会议系统3号楼2楼会场增补项目中标候选人公示'],['2020-12-08 00:00:00'],['2020-12-10 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg3fw/85520.htm']
"['12-08', '2020']",['夏港街穗港智能制造合作园区党群服务中心文化布展项目中标候选人公示'],['2020-12-09 00:00:00'],['2020-12-11 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg3fw/85519.htm']
"['12-08', '2020']",['中国人民解放军某部体能训练场改造维护项目招标公告'],['2020-12-08 09:00:00'],['2020-12-15 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg1gc/85518.htm']
"['12-08', '2020']",['广东中烟工业有限责任公司湛江卷烟厂火灾监测自动报警系统升级改造项目 中标候选人公示'],['2020-12-08 00:00:00'],['2020-12-11 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg3gc/85517.htm']
"['12-08', '2020']",['天翼电子商务有限公司2020年信息技术部干部离任经济责任审计-IT审计项目比选公告'],['2020-12-08 09:00:00'],['2020-12-11 17:30:00'],['https://www.chengezhao.com//cms/channel/ywgg1fw/85516.htm']
"['12-07', '2020']",['珠海市广科资产经营有限公司办公室改造工程项目竞价公告（第二次）'],['2020-12-08 09:00:00'],['2020-12-14 17:30:00'],['https://www.chengezhao.com//cms/channel/ywgg1gc/85515.htm']
"['12-08', '2020']",['珠海机场东指廊电梯维修保养服务项目招标公告（第二次）'],['2020-12-08 09:00:00'],['2020-12-15 17:30:00'],['https://www.chengezhao.com//cms/channel/ywgg1fw/85514.htm']
"['11-19', '2020']",['安徽云腾2020年智能化监控设备安装服务项目01比选公告'],[''],[''],['https://www.chengezhao.com//cms/channel/ywgg1hw/85513.htm']
"['12-08', '2020']",['广州白云国际机场股份有限公司重型泡沫消防车采购项目中标候选人公示'],['2020-12-09 00:00:00'],['2020-12-11 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg3hw/85512.htm']
"['12-08', '2020']",['窗帘采购安装项目竞争性谈判公告（第二次）'],['2020-12-08 09:00:00'],['2020-12-12 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg1hw/85511.htm']
"['12-08', '2020']",['中国铁塔股份有限公司景德镇市分公司2020年-2021年（增补）维护改造工程项目'],['2020-12-08 13:18:00'],['2020-12-08 13:18:00'],['https://www.chengezhao.com//cms/channel/ywgg2gc/85510.htm']
"['12-08', '2020']",['中国铁塔股份有限公司景德镇市分公司2020年双频合路器采购项目'],['2020-12-08 13:17:00'],['2020-12-08 13:17:00'],['https://www.chengezhao.com//cms/channel/ywgg2hw/85509.htm']
"['12-08', '2020']",['中国人民解放军31650部队应急电源安装工程中标候选人公示'],['2020-12-08 00:00:00'],['2020-12-11 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg3gc/85508.htm']
"['12-08', '2020']",['长丰深燃天然气有限公司物业服务项目（第二次）-比选公告'],['2020-12-08 09:00:00'],['2020-12-15 17:00:00'],['https://www.chengezhao.com//cms/channel/ywgg1fw/85507.htm']
