项目名称,发布时间,开标时间,跳转链接
['惠州市中大惠亚医院2020年省妇幼、医保在线支付与自助等接口改造项目公开招标公告'],['2020-11-17'],['2020-12-09'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5fb376d2acd99.html']
['始兴县原石人嶂钨矿棚户区改造异地重建项目总承包合同结算复审服务采购项目公开招标公告'],['2020-11-17'],['2020-12-08'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5fb36a3028343.html']
['广东烟草湛江市有限公司行业重点信息化工程项目运维服务采购项目补充公告'],['2020-11-17'],['2020-12-07'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5fb34b0a89cf7.html']
['2020年防疫物资采购竞争性磋商公告'],['2020-11-16'],['2020-11-27'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5fb2541268ca5.html']
['广州市天河区消防救援大队五山站制作安装钢结构训练塔项目竞争性磋商公告'],['2020-11-16'],['2020-11-27'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5fb24efb003d2.html']
['广东省标准化研究院标准数据挖掘与研究、专题数据库建设与公共支撑服务项目竞争性磋商公告'],['2020-11-16'],['2020-11-27'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5fb24a46cec6d.html']
['东莞监狱旧监区西边监区（两个分监区）改造及附属设施完善项目竞争性磋商公告'],['2020-11-16'],['2020-11-27'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5fb2430f3420c.html']
['金垌镇米场村委会六马、六五、良地片区农村环境综合整治竞争性磋商公告'],['2020-11-16'],['2020-11-27'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5fb22d6e8ae65.html']
['东镇垌尾坡二道路工程招标公告'],['2020-11-16'],['2020-11-24'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5fb2272a27eac.html']
['广州市流溪河灌区管理中心水利工程维修养护项目（2021-2022年度）招标公告'],['2020-11-16'],['2020-12-08'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5fb226873cfe3.html']
['广东烟草湛江市有限公司行业重点信息化工程项目运维服务采购项目招标公告'],['2020-11-16'],['2020-12-07'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5fb1e499a4f7c.html']
['中山市人民医院2020年院庆职工纪念服装订制项目的磋商公告'],['2020-11-13'],['2020-12-01'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5fae695e77eeb.html']
['中山市人民医院移动护理系统采购的招标公告'],['2020-11-13'],['2020-12-08'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5fae691369594.html']
['2020年广州人才大数据平台建设工作服务竞争性磋商公告'],['2020-11-13'],['2020-11-24'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5fae64ff010e9.html']
['第一届职业技能大赛美容项目耗材采购项目询价采购公告'],['2020-11-13'],['2020-11-19'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5fae58170d2b7.html']
['中山跨境电商业务管理及综合服务平台项目招标公告'],['2020-11-13'],['2020-12-10'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5fae51ee23205.html']
['东翘义学公共服务设施升级改造工程招标公告'],['2020-11-13'],['2020-12-07'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5fae47441dfeb.html']
['东翘义学祠堂修缮工程招标公告'],['2020-11-13'],['2020-12-07'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5fae470c1552e.html']
['中山市东凤镇理工学校单片机实训工具采购项目竞争性磋商邀请函'],['2020-11-13'],['2020-11-27'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5fae4240c44d9.html']
['智能农机化技术引进与示范采购竞争性磋商公告'],['2020-11-13'],['2020-11-24'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5fae3b39b8d0e.html']
['惠州市第三人民医院被服洗涤购买服务项目公开招标公告'],['2020-11-13'],['2020-12-08'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5fadeb81b2441.html']
['华南师范大学大学城校区砚湖绿化升级工程竞争性磋商公告'],['2020-11-12'],['2020-11-24'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5fad2a663f741.html']
['中山市人民医院基于等保2.0框架的安全体系建设项目的磋商公告'],['2020-11-12'],['2020-11-24'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5fad09894c15c.html']
['暨南大学药学院番禺校区6楼实验室装修工程竞争性磋商公告'],['2020-11-12'],['2020-11-24'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5fad085848628.html']
['中山市沙溪隆都医院多层螺旋CT采购项目公开招标公告'],['2020-11-12'],['2020-12-03'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5facfe9525324.html']
['中山大学学生工作管理系统三期建设项目竞争性磋商公告'],['2020-11-12'],['2020-11-24'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5faceea1ce9bc.html']
['高价值专利培育布局工作标准研究竞争性磋商公告'],['2020-11-12'],['2020-11-24'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5face9795a58c.html']
['南朗镇南合路（合水口至剑门村段）路灯升级改造项目 招标公告'],['2020-11-12'],['2020-12-03'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5face71437f40.html']
['广东省惠州市消防救援支队消防装备采购公开招标公告'],['2020-11-12'],['2020-12-03'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5face60883228.html']
['惠州市第三人民医院彩色多普勒超声探头等医疗设备采购项目（重新招标）竞争性磋商公告'],['2020-11-12'],['2020-11-24'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5face55a28d96.html']
['东镇水库居委会河边道路工程招标公告'],['2020-11-12'],['2020-11-20'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5fac96d58beb9.html']
['东莞市林业科学研究所2021年科研试验地管护服务项目招标信息公告'],['2020-11-12'],['2020-12-03'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5fac86bb2ef4c.html']
['东莞理工学院高水平理工科大学建设专项-i莞工APP移动应用二期升级及数据中心管理平台服务采购招标信息公告'],['2020-11-11'],['2020-12-02'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5fabaf8b7b1d9.html']
['中山市石岐居家养老服务中心及服务站养老服务招标公告'],['2020-11-11'],['2020-12-02'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5faba5f14fdf4.html']
['上海浦东发展银行股份有限公司信用卡中心广州分行信用卡部物料设计制作服务项目（重招）公开招标公告'],['2020-11-11'],['2020-12-02'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5fab94b52e9ce.html']
['信宜市池洞扶参小学附设幼儿园综合楼竞争性磋商公告'],['2020-11-11'],['2020-11-24'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5fab496818ceb.html']
['暨南大学光子技术研究院拉丝塔塔架水冷供气系统等实验设备采购项目招标公告'],['2020-11-10'],['2020-12-01'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5faa664cc8858.html']
['上海浦东发展银行股份有限公司广州分行收单外包维护供应商招标项目招标公告'],['2020-11-10'],['2020-12-01'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5faa5bd7739a7.html']
['广东烟草湛江市有限公司物流配送中心安防监控系统增补采购项目招标公告'],['2020-11-10'],['2020-12-01'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5faa423acdf1d.html']
['中山市石岐街道社区戒毒社区康复社工服务采购项目需求征求意见公告'],['2020-11-10'],['1970-01-01'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5faa3c7160b7b.html']
['惠州市第三人民医院磁共振等医疗设备维保项目（重新招标）竞争性磋商公告'],['2020-11-10'],['2020-11-23'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5faa36a5cbfd7.html']
['第一届全国职业技能大赛F模块定位、转向与悬架专用设备采购项目采购公告'],['2020-11-09'],['2020-11-20'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5fa91672812bd.html']
['广东省交通运输高级技工学校教学实训汽车维修及保养服务项目竞争性磋商公告'],['2020-11-09'],['2020-11-20'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5fa911251a431.html']
['中山市2020年突发公共卫生事件应急演练方案承办服务项目的竞争性磋商公告'],['2020-11-09'],['2020-11-20'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5fa90662f2b9a.html']
['攀桂街10号西侧挡土围墙加固改造工程公开招标公告'],['2020-11-09'],['2020-12-01'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5fa90091c5cd5.html']
['广州市科学技术局 2020年广州市产业领军人才重点项目评审及服务管理（包组一、包组三重招）竞争性磋商公告'],['2020-11-09'],['2020-11-20'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5fa8ff1cdf301.html']
['广东工会大厦19层会议室音视频系统改造公开招标公告'],['2020-11-09'],['2020-12-02'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5fa8fe4c7f2a8.html']
['中山市自然资源局软件系统维护项目（第二次）招标公告'],['2020-11-09'],['2020-11-30'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5fa8fc27bf9d2.html']
['广东省总工会十九楼会议室及公共区域改造设计项目竞争性磋商公告'],['2020-11-09'],['2020-11-20'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5fa8e7eab6c5d.html']
['博凯社区党群服务中心改造优化工程（外立面部分） 竞争性磋商公告'],['2020-11-09'],['2020-11-19'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5fa8e6438434c.html']
['博凯社区党群服务中心改造优化工程（室内部分） 竞争性磋商公告'],['2020-11-09'],['2020-11-19'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5fa8e4f0961e7.html']
['惠州市第三人民医院DRG医院绩效管理决策系统项目竞争性磋商公告'],['2020-11-09'],['2020-11-23'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5fa8bbd1e013a.html']
['东莞市林业科学研究所2021年生产服务和园区运营维护服务项目招标信息公告'],['2020-11-09'],['2020-12-01'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5fa8bb03110e9.html']
['海滨社区党群服务中心改造优化工程（外立面部分） 竞争性磋商公告'],['2020-11-06'],['2020-11-17'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5fa51ac96a413.html']
['海滨社区党群服务中心改造优化工程（室内部分） 竞争性磋商公告'],['2020-11-06'],['2020-11-17'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5fa519be73966.html']
['广东高州农村商业银行股份有限公司石仔岭分理处工程项目招标公告'],['2020-11-06'],['2020-11-26'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5fa5170f3c3dc.html']
['2020年广东省医疗器械质量监督检验所产品七线仪器设备采购项目公开招标公告'],['2020-11-06'],['2020-11-27'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5fa50da67ab5a.html']
['广州市黄埔区人民政府夏港街道办事处 夏港街5个社区社工站服务招标公告'],['2020-11-06'],['2020-11-27'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5fa50bacd72ca.html']
['中山市西区街道办事处税务助征外包服务项目招标公告'],['2020-11-06'],['2020-11-30'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5fa4f900042a2.html']
['广东省电子职业技术学校水电维修服务项目竞争性磋商公告'],['2020-11-06'],['2020-11-18'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5fa4c96de7513.html']
['广州市从化区文化广电旅游体育局 2020全国露营大会-广州从化站招标公告'],['2020-11-06'],['2020-11-27'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5fa4c8ec1200d.html']
['中山市南朗镇2020年稻田音乐节活动采购项目竞争性磋商公告'],['2020-11-05'],['2020-11-16'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5fa3d65d40c5e.html']
['广东医科大学购置超高速冷冻离心机和多功能酶标仪项目招标公告'],['2020-11-05'],['2020-11-26'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5fa3d22351efa.html']
['某船厂营区绿化维护项目询价采购公告'],['2020-11-05'],['2020-11-18'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5fa3d15056629.html']
['中山市交通隐患点优化改善研究 招标公告'],['2020-11-05'],['2020-11-26'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5fa3cf783e8b9.html']
['广东省重点产业标准必要专利的布局及实操研究项目竞争性磋商公告'],['2020-11-05'],['2020-11-17'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5fa3cb3b81c56.html']
['广州市增城区人民法院  广州市增城区人民法院2021-2023年度诉讼档案数字化加工服务招标公告'],['2020-11-05'],['2020-11-26'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5fa3c7347dee7.html']
['中山市沙溪镇社会事务局长者安康工程玉米油采购项目招标公告'],['2020-11-05'],['2020-11-27'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5fa3c259d3c16.html']
['中山市沙溪镇社会事务局长者安康工程大米采购项目招标公告'],['2020-11-05'],['2020-11-26'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5fa3c21428f0e.html']
['广州市从化区文化广电旅游体育局 2020中国山马越野系列赛-广州从化站（广州从化山地马拉松赛）后勤保障服务项目招标公告'],['2020-11-05'],['2020-11-26'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5fa3bd1e3d47a.html']
['东莞市虎门镇农业技术服务中心兽医站综合楼雨污分流工程前期服务供应商采购项目竞争性磋商公告'],['2020-11-05'],['2020-11-16'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5fa3bce19116c.html']
['2020年广州市中职学校教师企业实践培训项目招标公告'],['2020-11-05'],['2020-11-17'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5fa372fa7c552.html']
['城东社区党群服务中心改造优化工程（外立面部分） 竞争性磋商公告'],['2020-11-04'],['1970-01-01'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5fa3582102844.html']
['城东社区党群服务中心改造优化工程（室内部分） 竞争性磋商公告'],['2020-11-04'],['2020-11-05'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5fa357efa7f29.html']
['信宜市人民医院体外膜肺氧合机（ECMO）采购项目竞争性磋商公告'],['2020-11-04'],['2020-11-19'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5fa272f0e42aa.html']
['信宜市人民医院C臂X光机采购项目竞争性磋商公告'],['2020-11-04'],['2020-11-19'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5fa272bdaff5a.html']
['信宜市2020年森林碳汇抚育项目（2018年造林增补资金部分）竞争性磋商公告'],['2020-11-04'],['2020-11-18'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5fa27284ec1a7.html']
['中山市第二人民法院数字法庭建设项目招标公告'],['2020-11-04'],['2020-11-25'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5fa265db8ac24.html']
['中山市中等专业学校智造系多轴一体化实训室、相关培训、评价模式与数字资源库建设项目竞争性磋商公告'],['2020-11-04'],['2020-11-05'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5fa262b1bdf37.html']
['中山市港口理工学校教室照明设施及线路改造采购项目竞争性磋商公告'],['2020-11-04'],['2020-11-16'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5fa26053a39e5.html']
['广东省农村信用社联合社指静脉设备采购项目招标公告'],['2020-11-04'],['2020-11-25'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5fa24cd297ec6.html']
['华洲街道居家养老综合服务平台采购项目竞争性磋商公告'],['2020-11-04'],['2020-11-17'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5fa2190ade2a7.html']
['广东省立中山图书馆 信息中心改造精密空调竞争性磋商公告'],['2020-11-03'],['2020-11-16'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5fa12a901b910.html']
