公告标题,序号,发布日期,跳转链接
['省医招采调〔2020〕150号-广东省人民医院电脑设备采购项目市场调研公告'],[招标编号/,(2020-11-06),['http://www.gztpc.com//tender/show?id=2c92936771118f4a01759cf4db6e10c4']
['广州市市场监督管理局开办企业一网通导办分析服务项目'],[招标编号0877-20GZTP01F671 ,(2020-11-06),['http://www.gztpc.com//tender/show?id=2c92936771118f4a01759cb7464410bd']
['广东省国土资源测绘院测绘地理信息生产基地采购项目永久用电工程'],[招标编号0877-20GZTP01G677,(2020-11-06),['http://www.gztpc.com//tender/show?id=2c92936771118f4a01759c8e1f2010ba']
['阳江海上风电实验室科研设备采购项目竞争性磋商公告'],[招标编号0877-20GZTP01FN541,(2020-11-06),['http://www.gztpc.com//tender/show?id=2c92936771118f4a01759c7db6c910b8']
['中华人民共和国第一届全国职业技能大赛技术实施保障单位比赛现场赛务物资采购项目招标公告'],[招标编号0877-20GZTP01FH664,(2020-11-06),['http://www.gztpc.com//tender/show?id=2c92936771118f4a01759b8b9a5e10b1']
['广州知识产权保护中心展厅策划设计制作项目招标公告'],[招标编号0877-20GZTP01L601,(2020-11-05),['http://www.gztpc.com//tender/show?id=2c92936771118f4a0175972df2481098']
['广州市海珠区人民政府昌岗街道办事处居家养老服务项目 '],[招标编号0877-20GZTP01FF678,(2020-11-05),['http://www.gztpc.com//tender/show?id=2c92936771118f4a01759720d9711097']
['广东省四会监狱“十二五”项目肇庆片区域中心医院建设（彩色多普勒超声波诊断仪）采购项目 '],[招标编号0877-20GZTP01F585,(2020-11-05),['http://www.gztpc.com//tender/show?id=2c92936771118f4a017597112a601096']
['广州市放心消费共建平台优化及2021年运营服务采购项目招标公告'],[招标编号0877-20GZTP01FL681,(2020-11-05),['http://www.gztpc.com//tender/show?id=2c92936771118f4a01759673891c1093']
['省医招采调（2020）149号-广东省人民医院2020年第1批医疗设备采购项目部分设备第二次市场调研公告'],[招标编号/,(2020-11-05),['http://www.gztpc.com//tender/show?id=2c92936771118f4a01759624fee71091']
['中国(广州)知识产权保护中心场地维修改造设计采购项目招标公告'],[招标编号0877-20GZTP01FL666,(2020-11-04),['http://www.gztpc.com//tender/show?id=2c92936771118f4a017591f51358107c']
['广州市市场监督管理局开办企业一网通写字楼电梯智能屏宣传项目'],[招标编号0877-20GZTP01FF672 ,(2020-11-04),['http://www.gztpc.com//tender/show?id=2c92936771118f4a0175912107bf1074']
['省医招采调〔2020〕148号-广东省人民医院实验室场地气模建筑的市场调研公告'],[招标编号./,(2020-11-04),['http://www.gztpc.com//tender/show?id=2c92936771118f4a01759102aaca1073']
['广东省能源集团有限公司操作系统安全防护采购项目公开招标公告'],[招标编号0877-20GZTP04G504,(2020-11-03),['http://www.gztpc.com//tender/show?id=2c92936771118f4a01758ca28260105e']
['阳江市人民医院医疗设备采购项目（20-9）子包1（重招）公开招标公告'],[招标编号0877-20GZTP01N480-1,(2020-11-02),['http://www.gztpc.com//tender/show?id=2c92936771118f4a01758820da67104c']
['广州市市场监督管理局2020年计划外信息化建设项目监理项目'],[招标编号0877-20GZTP01FF628 ,(2020-11-02),['http://www.gztpc.com//tender/show?id=2c92936771118f4a017587a2b3791048']
['广州特种承压设备检测研究院本部大楼及各驻外点零星维修服务项目'],[招标编号0877-20GZTP01FL652 ,(2020-10-30),['http://www.gztpc.com//tender/show?id=2c92936771118f4a017578691504100f']
['广东省二沙体育训练中心体能训练器材托管维保项目（重招）'],[招标编号0877-20GZTP01FF535-1,(2020-10-30),['http://www.gztpc.com//tender/show?id=2c92936771118f4a01757773d49c100d']
['广州幼儿师范专科学校（筹）筹建经费（乐器）采购项目公开招标公告'],[招标编号0877-20GZTP01J676,(2020-10-28),['http://www.gztpc.com//tender/show?id=2c92936771118f4a01756e7259e40fe2']
['中国电器科学研究院股份有限公司烹饪评价实验室建设项目（重招）招标公告'],[招标编号0877-20GZTP04G532-1,(2020-10-28),['http://www.gztpc.com//tender/show?id=2c92936771118f4a01756e6910d20fe1']
['广东能源集团科学技术研究院有限公司内河船舶新能源综合应用可行性研究项目公开招标公告'],[招标编号0877-20GZTP04G581,(2020-10-28),['http://www.gztpc.com//tender/show?id=2c92936771118f4a01756e284ac60fde']
['湛江电力有限公司燃料系统原煤仓料位计改造物资采购公开招标公告'],[招标编号ZJPT017298,(2020-10-27),['http://www.gztpc.com//tender/show?id=2c92936771118f4a017569056caf0fc1']
['广州市白云区人民政府嘉禾街道办事处居家养老综合服务平台项目 '],[招标编号0877-20GZTP01K572 ,(2020-10-27),['http://www.gztpc.com//tender/show?id=2c92936771118f4a01756903e4480fc0']
['广东省第一荣军医院医疗信息系统与医保中心系统接口改造服务采购项目招标公告'],[招标编号0877-20GZTP01FL660,(2020-10-26),['http://www.gztpc.com//tender/show?id=2c92936771118f4a0175641e077e0fa5']
['广州市交通高级技工学校2020年度教职工体检服务项目竞争性磋商公告'],[招标编号0877-20GZTP01FH632,(2020-10-26),['http://www.gztpc.com//tender/show?id=2c92936771118f4a017563e1b0390fa3']
['中国电器科学研究院股份有限公司美容器具评价实验室检测设备采购项目招标公告'],[招标编号0877-20GZTP04G663,(2020-10-26),['http://www.gztpc.com//tender/show?id=2c92936771118f4a017563c4b6220fa2']
['广东烟草汕尾市有限公司分拣系统维保服务采购项目'],[招标编号0877-20GZTP04F638,(2020-10-26),['http://www.gztpc.com//tender/show?id=2c92936771118f4a017563ba13d10f9e']
['广州市轻工高级技工学校档案软件系统及数字化服务采购项目招标公告'],[招标编号0877-20GZTP01FH655,(2020-10-26),['http://www.gztpc.com//tender/show?id=2c92936771118f4a01756318751a0f95']
['广州市黄埔区怡园小学东西校区广播设备采购项目招标公告'],[招标编号0877-20GZTP01H651,(2020-10-23),['http://www.gztpc.com//tender/show?id=2c92936771118f4a01755490a66c0f52']
['广州市白云区江高镇塘贝餐厨垃圾处理站场运营服务项目竞争性磋商公告'],[招标编号0877-20GZTP01FH665,(2020-10-23),['http://www.gztpc.com//tender/show?id=2c92936771118f4a0175547674480f50']
['汕尾烟草海悦名城直营店装修装饰工程施工项目'],[招标编号0877-20GZTP04F565,(2020-10-23),['http://www.gztpc.com//tender/show?id=2c92936771118f4a0175544e151d0f4c']
['阳江市人民医院医疗设备采购项目（20-11）公开招标公告'],[招标编号0877-20GZTP01N658,(2020-10-21),['http://www.gztpc.com//tender/show?id=2c92936771118f4a01754a0b5c630efc']
['广东省二沙体育训练中心高压电房增容项目'],[招标编号0877-20GZTP01F540,(2020-10-20),['http://www.gztpc.com//tender/show?id=2c92936771118f4a0175456aa2d10ec7']
['广州市市场监督管理局机关和转隶单位办公家具维护维修（非信息化）资产物品搬迁项目'],[招标编号0877-20GZTP01FF606 ,(2020-10-20),['http://www.gztpc.com//tender/show?id=2c92936771118f4a017545404f720ec2']
['广东省乌禽嶂穿山甲智能化监测体系建设项目'],[招标编号0877-20GZTP01K592 ,(2020-10-20),['http://www.gztpc.com//tender/show?id=2c92936771118f4a0175451471420ebc']
['广州市轻工高级技工学校第一届全国技能大赛耗材采购项目公开招标公告'],[招标编号0877-20GZTP01FH619,(2020-10-19),['http://www.gztpc.com//tender/show?id=2c92936771118f4a017540643b810e93']
['广州市轻工高级技工学校第一届全国技能大赛精细木工、木工、家具制作、木工（国赛精选）项目木材料采购项目公开招标公告'],[招标编号0877-20GZTP01FH642,(2020-10-19),['http://www.gztpc.com//tender/show?id=2c92936771118f4a0175406376f80e92']
['广州市轻工高级技工学校第一届全国技能大赛会展服务项目竞争性磋商公告'],[招标编号0877-20GZTP01FH618 ,(2020-10-19),['http://www.gztpc.com//tender/show?id=2c92936771118f4a0175406277aa0e91']
['省社会保险基金管理局信息系统安全服务（2020年）项目公开招标公告'],[招标编号0877-20GZTP01H629,(2020-10-19),['http://www.gztpc.com//tender/show?id=2c92936771118f4a0175405615600e8f']
['阳江市120急救指挥中心区域一体化“120”急救指挥调度系统互联互通建设采购项目公开招标公告'],[招标编号0877-20GZTP01FN656,(2020-10-19),['http://www.gztpc.com//tender/show?id=2c92936771118f4a01754046dfee0e8e']
['广州市花都区炭步镇第一幼儿园厨房设备采购项目招标公告'],[招标编号0877-20GZTP01FH647,(2020-10-19),['http://www.gztpc.com//tender/show?id=2c92936771118f4a01753fa782a90e87']
['广州市花都区炭步镇第一幼儿园教学设备采购项目招标公告'],[招标编号0877-20GZTP01H650,(2020-10-19),['http://www.gztpc.com//tender/show?id=2c92936771118f4a01753f8264fd0e82']
['广州市轻工高级技工学校第一届全国技能大赛物流服务项目竞争性磋商公告'],[招标编号0877-20GZTP01FH617,(2020-10-19),['http://www.gztpc.com//tender/show?id=2c92936771118f4a01753f7b0c500e81']
['广州市标准化研究院对标达标专项技术支撑服务项目竞争性磋商公告'],[招标编号0877-20GZTP01FH620,(2020-10-16),['http://www.gztpc.com//tender/show?id=2c92936771118f4a017530915a0c0e47']
['湛江电力有限公司汽机房#1、#2行车(75T)大修工程公开招标公告'],[招标编号0877-20GZTP04G653,(2020-10-16),['http://www.gztpc.com//tender/show?id=2c92936771118f4a0175308297b80e46']
['湛江电力有限公司厂区照明节能改造公开招标公告'],[招标编号0877-20GZTP04G654,(2020-10-16),['http://www.gztpc.com//tender/show?id=2c92936771118f4a01753081d1780e45']
['广州市越秀区文化广电旅游体育局服务采购项目（包组三重招）'],[招标编号0877-20GZTP01F387-1,(2020-10-16),['http://www.gztpc.com//tender/show?id=2c92936771118f4a01752f558a0d0e3a']
['中国电器科学研究院股份有限公司科学城基地3号楼二层钢承台建设项目'],[招标编号0877-20GZTP04G490,(2020-10-15),['http://www.gztpc.com//tender/show?id=2c92936771118f4a01752b782b570e2f']
['广州市美术中学2020年度教育信息化建设项目安全等级保护测评服务竞争性磋商公告'],[招标编号0877-20GZTP01FJ641 ,(2020-10-15),['http://www.gztpc.com//tender/show?id=2c92936771118f4a01752b526ea70e2b']
['广东省能源集团有限公司数字档案室建设项目公开招标公告'],[招标编号0877-20GZTP04G645,(2020-10-15),['http://www.gztpc.com//tender/show?id=2c92936771118f4a01752b249e060e2a']
['广州新图书馆项目固定资产类目梳理及清查盘点服务项目竞争性磋商公告'],[招标编号0877-20GZTP01FG624 ,(2020-10-15),['http://www.gztpc.com//tender/show?id=2c92936771118f4a01752b21b06c0e29']
['广州市荔湾区人民政府南源街道办事处居家养老综合服务平台项目'],[招标编号0877-20GZTP01K633,(2020-10-15),['http://www.gztpc.com//tender/show?id=2c92936771118f4a01752a3619020e27']
['中南街党群服务中心配套建设工程设计施工一体化比选项目'],[招标编号0877-20GZTP01FL533,(2020-10-14),['http://www.gztpc.com//tender/show?id=2c92936771118f4a0175267d4c2c0e1d']
['湛江电力有限公司制服订制采购项目公开招标公告'],[招标编号0877-20GZTP04G640,(2020-10-14),['http://www.gztpc.com//tender/show?id=2c92936771118f4a0175261f29cf0e15']
['广东烟草汕尾市有限公司员工工作服采购项目'],[招标编号0877-20GZTP04F587,(2020-10-14),['http://www.gztpc.com//tender/show?id=2c92936771118f4a017525c66a270e14']
['广州图书馆2020年员工体检项目（第二次重招）竞争性磋商公告'],[招标编号0877-20GZTP01FG522-2,(2020-10-14),['http://www.gztpc.com//tender/show?id=2c92936771118f4a017525a438990e13']
[' 穿山甲野化基地建设'],[招标编号0877-20GZTP01K594,(2020-10-14),['http://www.gztpc.com//tender/show?id=2c92936771118f4a017524ce38c20e0f']
['广州市市场监管局2020年机电类特种设备安全宣传及应急演练服务采购项目（重招）'],[招标编号0877-20GZTP01FF562-1 ,(2020-10-14),['http://www.gztpc.com//tender/show?id=2c92936771118f4a017524cb47c30e0e']
['广州市白云区人民政府嘉禾街道办事处居家养老综合服务平台项目'],[招标编号0877-20GZTP01K572,(2020-10-13),['http://www.gztpc.com//tender/show?id=2c92936771118f4a01752115615c0e01']
['中华人民共和国第一届职业技能大赛瓷砖贴面项目设备设施支持单位遴选项目（重招）（项目编号：0877-20GZTP05X600-1）遴选公告'],[招标编号0877-20GZTP05X600-1,(2020-10-13),['http://www.gztpc.com//tender/show?id=2c92936771118f4a017520bca6dd0dfc']
['南方医科大学皮肤病医院医疗设备采购项目'],[招标编号0877-20GZTP04F631,(2020-10-12),['http://www.gztpc.com//tender/show?id=2c92936771118f4a01751c124bcd0dec']
['中华人民共和国第一届职业技能大赛竞赛图形工作站项目设备设施支持单位遴选项目（项目编号：0877-20GZTP05W613）遴选公告'],[招标编号0877-20GZTP05W613,(2020-10-12),['http://www.gztpc.com//tender/show?id=2c92936771118f4a01751bd545af0dea']
['中华人民共和国第一届职业技能大赛竞赛工业机械项目设备设施支持单位遴选项目（项目编号：0877-20GZTP05W612）遴选公告'],[招标编号0877-20GZTP05W612,(2020-10-12),['http://www.gztpc.com//tender/show?id=2c92936771118f4a01751bd2cacc0de9']
['中华人民共和国第一届职业技能大赛竞赛增材制造项目设备设施支持单位遴选项目（项目编号：0877-20GZTP05W611）遴选公告'],[招标编号0877-20GZTP05W611,(2020-10-12),['http://www.gztpc.com//tender/show?id=2c92936771118f4a01751bd1129a0de8']
['中华人民共和国第一届职业技能大赛竞赛制造团队挑战赛项目设备设施支持单位遴选项目（项目编号：0877-20GZTP05W610）遴选公告'],[招标编号0877-20GZTP05W610,(2020-10-12),['http://www.gztpc.com//tender/show?id=2c92936771118f4a01751bcf318b0de7']
['中华人民共和国第一届职业技能大赛竞赛数控铣项目设备设施支持单位遴选项目（项目编号：0877-20GZTP05W609）遴选公告'],[招标编号0877-20GZTP05W609,(2020-10-12),['http://www.gztpc.com//tender/show?id=2c92936771118f4a01751bcca2740de6']
['中华人民共和国第一届职业技能大赛竞赛数控车项目设备设施支持单位遴选项目'],[招标编号0877-20GZTP05W608,(2020-10-12),['http://www.gztpc.com//tender/show?id=2c92936771118f4a01751bcadb3e0de5']
['广东省四会监狱“十二五”项目肇庆片区域中心医院建设（彩色多普勒超声波诊断仪）采购项目'],[招标编号0877-20GZTP01F585,(2020-10-10),['http://www.gztpc.com//tender/show?id=2c92936771118f4a017511de0cb80dbe']
